run_name,run_dir,scheduler,scheduler_family,request_type,sweep_type,model,model_full,num_requests,qps,tensor_parallel_degree,gpu_memory_utilization_target,max_model_len,max_gpu_memory_used_mib,mean_gpu_memory_used_mib,max_gpu_utilization_pct,mean_gpu_utilization_pct,completed_requests,total_prefill_tokens,total_decode_tokens,mean_prefill_tokens,mean_decode_tokens,ttft_exec_sec_mean,ttft_exec_sec_min,ttft_exec_sec_max,ttft_exec_sec_p50,ttft_exec_sec_p90,ttft_exec_sec_p95,ttft_exec_sec_p99,ttft_user_sec_mean,ttft_user_sec_min,ttft_user_sec_max,ttft_user_sec_p50,ttft_user_sec_p90,ttft_user_sec_p95,ttft_user_sec_p99,tpot_sec_mean,tpot_sec_min,tpot_sec_max,tpot_sec_p50,tpot_sec_p90,tpot_sec_p95,tpot_sec_p99,tpot_including_first_output_sec_mean,tpot_including_first_output_sec_min,tpot_including_first_output_sec_max,tpot_including_first_output_sec_p50,tpot_including_first_output_sec_p90,tpot_including_first_output_sec_p95,tpot_including_first_output_sec_p99,e2e_sec_mean,e2e_sec_min,e2e_sec_max,e2e_sec_p50,e2e_sec_p90,e2e_sec_p95,e2e_sec_p99,scheduling_delay_sec_mean,scheduling_delay_sec_min,scheduling_delay_sec_max,scheduling_delay_sec_p50,scheduling_delay_sec_p90,scheduling_delay_sec_p95,scheduling_delay_sec_p99,execution_time_with_preemptions_mean,execution_time_with_preemptions_min,execution_time_with_preemptions_max,execution_time_with_preemptions_p50,execution_time_with_preemptions_p90,execution_time_with_preemptions_p95,execution_time_with_preemptions_p99,prefill_exec_with_preemption_mean,prefill_exec_with_preemption_min,prefill_exec_with_preemption_max,prefill_exec_with_preemption_p50,prefill_exec_with_preemption_p90,prefill_exec_with_preemption_p95,prefill_exec_with_preemption_p99,decode_exec_with_preemption_mean,decode_exec_with_preemption_min,decode_exec_with_preemption_max,decode_exec_with_preemption_p50,decode_exec_with_preemption_p90,decode_exec_with_preemption_p95,decode_exec_with_preemption_p99,total_preemption_time_sec_mean,total_preemption_time_sec_min,total_preemption_time_sec_max,total_preemption_time_sec_p50,total_preemption_time_sec_p90,total_preemption_time_sec_p95,total_preemption_time_sec_p99,total_preemptions_mean,total_preemptions_min,total_preemptions_max,total_preemptions_p50,total_preemptions_p90,total_preemptions_p95,total_preemptions_p99,num_pauses_mean,num_pauses_min,num_pauses_max,num_pauses_p50,num_pauses_p90,num_pauses_p95,num_pauses_p99,total_inference_time_sec,request_throughput_req_per_sec,decode_token_throughput_tok_per_sec
custom_sarathi_long_input_long_output_fixed_qps_num_requests_1_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_1_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,1,1.0,2,0.85,20480,39409.0,35607.8065661047,100.0,15.049689440993788,1,3518,2793,3518.0,2793.0,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5869259936735034,1.5869259936735034,1.5869259936735034,1.5869259936735034,1.5869259936735034,1.5869259936735034,1.5869259936735034,0.0433563324559432,0.0433563324559432,0.0433563324559432,0.0433563324559432,0.0433563324559432,0.0433563324559432,0.0433563324559432,0.043340809243463445,0.043340809243463445,0.043340809243463445,0.043340809243463445,0.043340809243463445,0.043340809243463445,0.043340809243463445,122.6378062106669,122.6378062106669,122.6378062106669,122.6378062106669,122.6378062106669,122.6378062106669,122.6378062106669,0.0002807518467307,0.0002807518467307,0.0002807518467307,0.0002807518467307,0.0002807518467307,0.0002807518467307,0.0002807518467307,122.63752545882016,122.63752545882016,122.63752545882016,122.63752545882016,122.63752545882016,122.63752545882016,122.63752545882016,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,1.5866452418267727,121.0508802169934,121.0508802169934,121.0508802169934,121.0508802169934,121.0508802169934,121.0508802169934,121.0508802169934,1.5712467739358544,1.5712467739358544,1.5712467739358544,1.5712467739358544,1.5712467739358544,1.5712467739358544,1.5712467739358544,2820.0,2820,2820,2820.0,2820.0,2820.0,2820.0,2821.0,2821,2821,2821.0,2821.0,2821.0,2821.0,123.67,0.008086035416835126,22.584296919220506
custom_sarathi_long_input_long_output_fixed_qps_num_requests_2_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_2_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,2,1.0,2,0.85,20480,39409.0,35814.625334522745,100.0,15.420606601248885,2,5575,4099,2787.5,2049.5,1.1293705770513043,0.8490701380651444,1.409671016037464,1.1293705770513043,1.353610928240232,1.3816409721388478,1.4040650072577407,1.796628167736344,1.4098835056647656,2.1833728298079222,1.796628167736344,2.1060238973936065,2.1446983636007646,2.1756379365664906,0.04142181435927261,0.04069596192874443,0.04214766678980079,0.04142181435927261,0.04200249630369515,0.04207508154674797,0.04213314974119022,0.04139868874353582,0.04066480116157081,0.042132576325500826,0.04139868874353582,0.04198579880910783,0.042059187567304326,0.04211789857386153,87.18888616480399,55.2916031468194,119.08616918278858,87.18888616480399,112.70671257919166,115.89644088099011,118.44822352242889,0.6672575906850398,0.0002124896273016,1.3343026917427778,0.6672575906850398,1.2008936715312302,1.2675981816370039,1.320961789721623,86.52162857411895,53.95730045507662,119.08595669316128,86.52162857411895,112.57309106935281,115.82952388125705,118.43467013078043,1.1293705770513043,0.8490701380651444,1.409671016037464,1.1293705770513043,1.353610928240232,1.3816409721388478,1.4040650072577407,85.39225799706765,53.10823031701148,117.6762856771238,85.39225799706765,111.21948014111257,114.44788290911818,117.03060512352268,1.1340349002275616,0.5239280839450657,1.7441417165100574,1.1340349002275616,1.6221203532535582,1.6831310348818078,1.7319395801844075,2071.0,1322,2820,2071.0,2670.2,2745.1,2805.02,2072.0,1323,2821,2072.0,2671.2,2746.1,2806.02,119.8,0.01669449081803005,34.215358931552586
custom_sarathi_long_input_long_output_fixed_qps_num_requests_3_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_3_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,3,1.0,2,0.85,20480,39409.0,35724.075086805555,100.0,14.799913194444445,3,7877,6647,2625.6666666666665,2215.6666666666665,1.1044655749574304,0.8782644169405103,1.467880261829123,0.967252046102658,1.3677546186838299,1.4178174402564763,1.4578676975145937,2.201183563020701,1.4680922296829522,2.8644600256811827,2.2709984336979687,2.74576770728454,2.8051138664828614,2.8525907938415185,0.04453318258154138,0.04443423745149624,0.04471974014268895,0.04444557015043897,0.04466490614423896,0.044692323143463955,0.044714256742843954,0.04451065130459921,0.04441679858279471,0.0446854983814771,0.04442965694952582,0.04463433009508684,0.044659914238281966,0.04468038155283807,100.74294874141924,60.630259319907054,125.56012408970857,116.03846281464212,123.65579183469528,124.60795796220192,125.36969086420724,1.096717988063271,0.0002119678538292,1.8972079795785248,1.3927340167574584,1.7963131870143116,1.8467605832964182,1.8871185003221036,99.64623075335597,59.2375253031496,125.55991212185472,114.1412548350636,123.2761806644965,124.41804639317562,125.3315389761189,1.1044655749574304,0.8782644169405103,1.467880261829123,0.967252046102658,1.3677546186838299,1.4178174402564763,1.4578676975145937,98.54176517839853,58.359260886209086,124.0920318600256,113.17400278896092,121.90842604581266,123.00022895291913,123.8736712786043,1.6796345828721921,0.9415322446729988,2.6385903011541814,1.458781202789396,2.402628481481224,2.5206093913177026,2.6149941191868855,2236.0,1322,2820,2566.0,2769.2,2794.6,2814.92,2237.0,1323,2821,2567.0,2770.2,2795.6,2815.92,126.3,0.023752969121140142,52.62866191607284
custom_sarathi_long_input_long_output_fixed_qps_num_requests_4_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_4_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,4,1.0,2,0.85,20480,39409.0,36325.44761904762,100.0,18.026007326007328,4,15328,10526,3832.0,2631.5,1.6069048297358677,0.8775012609548867,3.147496312856674,1.201310872565955,2.630423792195507,2.8889600525260897,3.095789060790557,3.037278577918187,1.4241269556805491,5.6725964257493615,2.5261954651214182,4.8194116272963585,5.246004026522859,5.58727794590406,0.04424244540311777,0.0435251655355946,0.044506987041376275,0.044468814517750095,0.04450421907983519,0.04450560306060573,0.04450671024522217,0.04422277676968625,0.04351394481748798,0.04448029670365055,0.04444843277880325,0.04447808014791435,0.044479188425782454,0.04448007504807693,119.1083083229023,60.30536192166619,174.46318837278525,120.8323414985789,159.77430383055474,167.11874610166998,172.99429991856218,1.430373748182319,0.0002057116944342,2.5251001128926878,1.5980945840710774,2.3225540579529484,2.423827085422818,2.5048455073987137,117.67793457471998,58.959119349950925,171.93808825989254,119.90726534451824,158.00667203802152,164.972380148957,170.54494663770544,1.6069048297358677,0.8775012609548867,3.147496312856674,1.201310872565955,2.630423792195507,2.8889600525260897,3.095789060790557,116.07102974498412,58.08161808899604,168.79059194703586,118.70595447195228,155.376248245826,162.0834200964309,167.44915757691487,2.1482021917472593,1.0993831127416342,3.056814648443833,2.218305502901785,2.8792785595636814,2.968046604003757,3.0390610395558175,2661.75,1322,3939,2693.0,3603.3,3771.1499999999996,3905.43,2662.75,1323,3940,2694.0,3604.3,3772.1499999999996,3906.43,175.78,0.022755717373990215,59.88167026965525
custom_sarathi_long_input_long_output_fixed_qps_num_requests_5_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_5_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,5,1.0,2,0.85,20480,39409.0,37033.212910532275,100.0,22.741506228765573,5,20402,16518,4080.4,3303.6,1.7313993036281317,0.8797392351552844,3.187097853049636,1.4340792440343648,2.783358226995915,2.9852280400227755,3.146723890444264,3.7506531006656587,1.434294169768691,6.515838432125747,2.8425511065870523,6.198957867268473,6.35739814969711,6.48415037564002,0.04521997088488404,0.04380377334401265,0.04617173308042731,0.04565583330156405,0.04596742664696518,0.046069579863696246,0.0461513024370811,0.045202274505122556,0.043796462967953906,0.04613637953289253,0.04563791499964036,0.04593967517479995,0.04603802735384624,0.04611670909708327,151.7940561076626,62.49105644482188,268.94424453610554,128.9197140247561,233.1614695244469,251.0528570302762,265.3659670349397,2.019253797037527,0.0002149257343262,4.338089644210413,1.8642197086010128,3.6174694532994183,3.9777795487549152,4.266027625119314,149.7748023106251,61.13385090511292,264.6061548918952,128.91949909902178,229.5440000711475,247.07507748152133,261.0999394098204,1.7313993036281317,0.8797392351552844,3.187097853049636,1.4340792440343648,2.783358226995915,2.9852280400227755,3.146723890444264,148.04340300699695,60.25411166995764,262.4284061039798,127.4854198549874,226.96251165717842,244.69545888057908,258.88181665929966,3.279780075838789,1.5614258779678494,4.2603837312199175,3.757391192950308,4.169219030998647,4.214801381109282,4.251267261197791,3336.0,1322,6033,2820.0,5195.400000000001,5614.2,5949.24,3337.0,1323,6034,2821.0,5196.400000000001,5615.2,5950.24,271.63,0.01840739240879137,60.810661561683176
custom_sarathi_long_input_long_output_fixed_qps_num_requests_6_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_6_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,6,1.0,2,0.85,20480,39409.0,37078.61883408072,100.0,21.05072869955157,6,28867,18785,4811.166666666667,3130.8333333333335,2.0694216621729233,0.8718457198701799,3.756549353012815,1.8331381160533056,3.4462253145175055,3.6013873337651603,3.7255169491632842,4.637913870198342,1.4481310087721795,9.085534513229504,4.268820125726052,7.798495260649361,8.442014886939432,8.95683058797149,0.04557726885073479,0.04433742377083445,0.04648745186284356,0.045696131619137145,0.046215371661882,0.04635141176236278,0.046460243842747405,0.04555906775908744,0.04433002433429059,0.04645185657045241,0.0456778808122655,0.04618855845613758,0.04632020751329499,0.046425526759020924,146.34291338105686,62.91084612067789,272.1369618191384,124.72826040361542,226.75264502852224,249.4448034238303,267.5985301400768,2.568492208025418,0.000259373569861,5.328985160216689,2.2078907917020842,4.811018285690807,5.070001722953748,5.277188472764101,143.77442117303144,61.53797040088102,267.84391040797345,123.79358201206196,223.33277723600622,245.58834382198984,263.39279709077675,2.0694216621729233,0.8718457198701799,3.756549353012815,1.8331381160533056,3.4462253145175055,3.6013873337651603,3.7255169491632842,141.70499951085853,60.66612468101084,265.6255058110692,122.57666749844793,220.655624299543,243.14056505530613,261.1285176599166,3.677681508823298,1.8580709570087488,5.149348151404411,4.1494378939969465,4.996508518001065,5.072928334702738,5.134064188064076,3169.3333333333335,1322,6033,2693.0,4986.0,5509.5,5928.3,3170.3333333333335,1323,6034,2694.0,4987.0,5510.5,5929.3,274.83,0.0218316777644362,68.351344467489
custom_sarathi_long_input_long_output_fixed_qps_num_requests_7_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_7_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,7,1.0,2,0.85,20480,39409.0,37057.82642045455,100.0,22.251420454545453,7,36958,21343,5279.714285714285,3049.0,2.196046149324892,0.8406139190774411,3.532608069013804,2.136407556012273,3.488722061412409,3.5106650652131064,3.5282194682536647,5.19690047543762,1.382270470727235,9.779439167818055,5.493653202895075,9.071034585125744,9.4252368764719,9.708598709548824,0.04448460329128986,0.04367809343231651,0.04535247978533108,0.04442302598363152,0.04503676039188171,0.04519462008860639,0.04532090784598614,0.0444669067355688,0.04367080403087587,0.045317753537409695,0.04440343047150817,0.04501231425359316,0.04516503389550143,0.045287209609028045,140.20561619611857,61.33461830765009,267.92265843297355,122.53501355089249,213.47552705928686,240.69909274613013,262.47794529560485,3.000854326112728,0.0002042546402662,6.319974444806576,2.4234577137976885,5.567683854512871,5.943829149659722,6.244745385777205,137.20476187000583,60.0256000389345,263.8118653090205,116.2150391060859,210.37713518142704,237.09450024522368,258.46839229626113,2.196046149324892,0.8406139190774411,3.532608069013804,2.136407556012273,3.488722061412409,3.5106650652131064,3.5282194682536647,135.00871572068095,59.18498611985706,261.67545775300823,114.17253718804568,207.6804548655637,234.6779563092859,256.27595746426374,3.840146819695032,2.0808038657996804,5.78306175628677,4.032080235192552,5.4982262415811425,5.640643998933956,5.754578204816207,3091.4285714285716,1322,6033,2624.0,4776.6,5404.799999999998,5907.359999999999,3092.4285714285716,1323,6034,2625.0,4777.6,5405.799999999998,5908.359999999999,270.57,0.02587130871863104,78.88162028310603
custom_sarathi_long_input_long_output_fixed_qps_num_requests_8_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_8_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,8,1.0,2,0.85,20480,39409.0,37005.60153148043,100.0,21.76829268292683,8,40609,23413,5076.125,2926.625,2.144021505198907,0.85070078400895,3.5881687609944493,1.8775150229921564,3.5036497235065327,3.5459092422504908,3.5797168572456575,6.0596829386777245,1.4076397796161473,11.412098724162204,5.977176539949141,10.39442135831341,10.903260041237807,11.310330987577325,0.045749887446857124,0.04360684709415304,0.04688268354094777,0.04593740140168889,0.046527937762831505,0.04670531065188964,0.04684720896313614,0.04573114252729413,0.04359956958295575,0.046846785620931725,0.045917073261553414,0.04650491516801731,0.04667585039447452,0.04681259857564028,138.69999893999193,63.36536606680602,267.6134913461283,124.00397547788452,206.5501038062619,237.08179757619504,261.5071525921416,3.9156614334788173,0.000202115625143,9.818221228197215,3.3447928325040266,7.489059014315716,8.653640121256464,9.585305006809065,134.7843375065131,62.03260280494578,263.40977349109016,119.85332968004514,203.5488809827715,233.4793272369308,257.4236842402583,2.144021505198907,0.85070078400895,3.5881687609944493,1.8775150229921564,3.5036497235065327,3.5459092422504908,3.5797168572456575,132.6403160013142,61.18190202093683,261.24862094107084,117.62971971917432,200.72800481235606,230.98831287671342,255.19655932819933,4.181619351351401,1.7121394665446132,6.488566635642201,3.9184107613982633,6.30902619685512,6.39879641624866,6.4706125917634925,2967.5,1322,6033,2595.0,4567.2,5300.0999999999985,5886.419999999999,2968.5,1323,6034,2596.0,4568.2,5301.0999999999985,5887.419999999999,270.31,0.029595649439532388,86.61536754097148
custom_sarathi_long_input_long_output_fixed_qps_num_requests_9_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_9_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,9,1.0,2,0.85,20480,39409.0,37012.39592633928,100.0,21.995256696428573,9,48865,25915,5429.444444444444,2879.4444444444443,2.37060602221431,0.8756999429315329,3.802801136858761,2.2174317250028253,3.660704418644309,3.731752777751535,3.7885914650373156,7.193760460915251,1.416773255681619,14.969162216642871,6.553629067959264,12.408845376083628,13.689003796363249,14.713130532586947,0.04719481557962605,0.044970452579865684,0.048196549554109236,0.04735190965642152,0.0479591634934947,0.04807785652380197,0.04817281094804778,0.04717553957075503,0.04496294749765943,0.04815964561111222,0.04732903433774692,0.047936743515891105,0.048048194563501664,0.04813735540159011,141.97614277992398,65.11395211867057,275.97161047393456,131.08124394575134,204.70315707465636,240.33738377429543,268.8447651340067,4.823154438700941,0.0002040115650743,11.16636107978411,4.336197342956439,10.310560206370429,10.73846064307727,11.080780992442742,137.15298834122302,63.77219711104408,271.6354131309781,123.02692442084664,201.7942726349924,236.71484288298524,264.65129908137953,2.37060602221431,0.8756999429315329,3.802801136858761,2.2174317250028253,3.660704418644309,3.731752777751535,3.7885914650373156,134.78238231900872,62.89649716811255,269.4179814059753,120.8397553989198,198.81404675007798,234.1160140780266,262.35758794038554,4.9558121532770905,2.575522883795202,7.613184341229498,4.060712535167113,7.509661696478725,7.561423018854112,7.602832076754421,2923.4444444444443,1322,6033,2571.0,4357.8,5195.4,5865.48,2924.4444444444443,1323,6034,2572.0,4358.8,5196.4,5866.48,278.57,0.03230785798901533,93.02868219837025
custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_num_requests_qps_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,10,1.0,2,0.85,20480,39409.0,37129.29283746557,100.0,21.23526170798898,10,58452,28312,5845.2,2831.2,2.5885894619859755,0.8861519959755242,4.472471622982994,2.6876127959694713,3.8657847838476296,4.169128203415311,4.4118029390694575,8.456331804045476,1.4373541416134685,19.433500960469246,7.801037362078205,15.488244290906003,17.46087262568762,19.038975293512923,0.048224294335961745,0.04599243454161631,0.04991620268201691,0.04838025589493173,0.048950374569957364,0.049433288625987136,0.049819619870810954,0.04820452741006434,0.045984758901672786,0.04987798200615013,0.048359111307858346,0.048929300244010494,0.04940364112508031,0.049783113829936165,143.84887016792783,67.38473023567349,282.09743770887144,134.04243457259145,198.77642716795668,240.43693243841398,273.76533665477996,5.8677423420595005,0.0002144235186278,14.961029337486252,4.866062739631161,11.622459507058373,13.29174442227231,14.627172354443465,137.98112782586833,66.02679649600759,277.73710124986246,124.72347752994392,196.03027621775396,236.88368873380813,269.5664187466516,2.5885894619859755,0.8861519959755242,4.472471622982994,2.6876127959694713,3.8657847838476296,4.169128203415311,4.4118029390694575,135.39253836388235,65.14064450003207,275.54067533882335,121.92376710590906,192.9497139138402,234.24519462633168,267.281579196325,5.385342010459863,2.739834717242047,8.5985344175715,4.635898740496486,8.396693164249882,8.497613790910691,8.578350292239339,2878.9,1322,6033,2568.5,4148.4,5090.699999999998,5844.54,2879.9,1323,6034,2569.5,4149.4,5091.699999999998,5845.54,280.275,0.03567924360003568,101.01507448042102
custom_sarathi_long_input_long_output_fixed_qps_num_requests_10_qps_1_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_qps_num_requests_10_qps_1_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_qps_num_requests_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,10,1.0,2,0.85,20480,39409.0,37021.66320807628,100.0,20.897924845765562,10,58452,28312,5845.2,2831.2,2.5073927366174757,0.8321081909816712,4.327231334056705,2.6293790445197374,3.7141944285714996,4.020712881314102,4.265927643508185,8.112592320470139,1.3882274685893208,18.65411611041054,7.5118451052112505,14.834518968057816,16.744317539234174,18.27215639617527,0.04634482433342346,0.044563592131683476,0.04787573869040386,0.04638272342019045,0.0470670617361626,0.047471400213283235,0.047794870994979734,0.04632584410131733,0.044556154950086066,0.04783908039125348,0.04636245332166358,0.047046802700648226,0.04744294154595085,0.047759852622192955,138.40152222607284,64.62550014955923,273.2730743580032,128.57933605159633,191.89763631757813,232.5853553377906,265.13553055396073,5.605199583852664,0.0002041996922343,14.326884776353836,4.621721644653007,11.120324539486315,12.723604657920072,14.006228752667084,132.7963226422202,63.30994718195871,269.1388247369323,119.8330595040461,189.30930091079787,229.224062823865,261.1558723543189,2.5073927366174757,0.8321081909816712,4.327231334056705,2.6293790445197374,3.7141944285714996,4.020712881314102,4.265927643508185,130.2889299056027,62.47783899097704,266.9804804609157,117.00407130410896,186.3030940514756,226.64178725619558,258.9127418199717,4.746165864542126,2.4139129396062344,7.621250085299835,4.06246641674079,7.347289119684137,7.4842696024919855,7.593853988738265,2878.9,1322,6033,2568.5,4148.4,5090.699999999998,5844.54,2879.9,1323,6034,2569.5,4149.4,5091.699999999998,5845.54,280.275,0.03567924360003568,101.01507448042102
custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_2_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_2_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_num_requests_qps_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,10,2.0,2,0.85,20480,39409.0,37046.897141255606,100.0,21.74579596412556,10,58452,28312,5845.2,2831.2,2.56501758643426,0.8762852570507675,4.465388393029571,2.706591041525826,3.797863778704777,4.131626085867174,4.3986359315970915,9.795771597721615,1.4289779872633517,22.194511014735326,9.00617374770809,18.23622716402169,20.215369089378505,21.798682629663965,0.047443950616946826,0.04473339753295245,0.0491733799601095,0.04775697379702258,0.04822156775767925,0.04869747385889438,0.04907819873986648,0.04742448470478215,0.04472593201266991,0.049135728061212025,0.04773710300500533,0.048202298010051714,0.04866901303563187,0.049042385056096,142.7771441364661,66.41243959451094,275.50527706742287,134.89690349134617,195.11012995096385,235.3077035091933,267.465762355777,7.230754011287354,0.0001803471241146,17.729122621705756,6.097847412223928,14.438363385316915,16.08374300351133,17.400046698066873,135.54639012517873,65.04754610499367,270.2014866219833,122.70598306658212,192.0408487436827,231.12116768283292,262.38542283415325,2.56501758643426,0.8762852570507675,4.465388393029571,2.706591041525826,3.797863778704777,4.131626085867174,4.3986359315970915,132.98137253874447,64.1712608479429,267.9977846199181,120.02724262990522,188.9319464705884,228.4648655452532,260.09120080498514,4.932875893125311,2.53624112252146,8.032863950356841,4.2631463492289186,7.683104288345203,7.857984119351022,7.997887984155677,2878.9,1322,6033,2568.5,4148.4,5090.699999999998,5844.54,2879.9,1323,6034,2569.5,4149.4,5091.699999999998,5845.54,276.6,0.03615328994938539,102.35719450469992
custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_3_mixtral_7b_8expert,benchmark_output/figure-1/custom_sarathi_long_input_long_output_fixed_num_requests_num_requests_10_qps_3_mixtral_7b_8expert,sarathi_chunk_128,sarathi,long_input_long_output,fixed_num_requests_qps_sweep,mixtral_8x7b,DiscoResearch/mixtral-7b-8expert,10,3.0,2,0.85,20480,39409.0,37025.68796138558,100.0,25.308347529812607,10,58452,28312,5845.2,2831.2,2.5516879037953912,0.910485276952386,4.449858799111098,2.6099159754812717,3.775720894616097,4.112789846863597,4.382445008661598,10.24229207218159,1.4507469793315977,23.072193991160017,9.353996207937598,19.12389154983684,21.098042770498427,22.6773637470277,0.04552695985410608,0.04376398119395355,0.046315100056535746,0.04561061232991077,0.0462412389236141,0.04627816949007492,0.04630771394324358,0.04550835224447298,0.04375667745877432,0.04629692301569723,0.04559068045154321,0.04622452335740423,0.04626072318655073,0.046289683049867934,138.3832046023803,62.5004873808939,269.90717809530906,130.45608423964586,190.39178620122834,230.14948214826865,261.955638905901,7.690604168386199,0.0003264604602009,18.62233519204892,6.447476917528547,15.378431148314847,17.00038317018188,18.29794478767551,130.69260043399407,61.107015046989545,264.30223323078826,118.02293179300614,187.13938082444943,225.72080702761878,256.5859479901544,2.5516879037953912,0.910485276952386,4.449858799111098,2.6099159754812717,3.775720894616097,4.112789846863597,4.382445008661598,128.1409125301987,60.19652977003716,262.1900113329757,115.04421173303854,184.1313095868332,223.16066045990436,254.38414115836147,5.135245593520812,2.62978673260659,8.210781033616513,4.457401721505448,7.982465202594176,8.096623118105343,8.18794945051428,2878.9,1322,6033,2568.5,4148.4,5090.699999999998,5844.54,2879.9,1323,6034,2569.5,4149.4,5091.699999999998,5845.54,270.6,0.036954915003695486,104.62675535846266
